period,effective_from,effective_to,symbol,company_name,source_url,provenance_source_url,revision_status,mapping_status
2024_H1,2024-01-02,2024-06-30,KTB,KRUNG THAI BANK PUBLIC COMPANY LIMITED,https://media.set.or.th/set/Documents/2023/Dec/SET50_100_H1_2024.pdf,,OFFICIAL,AS_PUBLISHED_BY_SET
2024_H1,2024-01-02,2024-06-30,KTC,KRUNGTHAI CARD PUBLIC COMPANY LIMITED,https://media.set.or.th/set/Documents/2023/Dec/SET50_100_H1_2024.pdf,,OFFICIAL,AS_PUBLISHED_BY_SET
2024_H1,2024-01-02,2024-06-30,LH,LAND AND HOUSES PUBLIC COMPANY LIMITED,https://media.set.or.th/set/Documents/2023/Dec/SET50_100_H1_2024.pdf,,OFFICIAL,AS_PUBLISHED_BY_SET
2024_H1,2024-01-02,2024-06-30,MINT,MINOR INTERNATIONAL PUBLIC COMPANY LIMITED,https://media.set.or.th/set/Documents/2023/Dec/SET50_100_H1_2024.pdf,,OFFICIAL,AS_PUBLISHED_BY_SET
2024_H1,2024-01-02,2024-06-30,MTC,MUANGTHAI CAPITAL PUBLIC COMPANY LIMITED,https://media.set.or.th/set/Documents/2023/Dec/SET50_100_H1_2024.pdf,,OFFICIAL,AS_PUBLISHED_BY_SET
2024_H1,2024-01-02,2024-06-30,OR,PTT OIL AND RETAIL BUSINESS PUBLIC COMPANY LIMITED,https://media.set.or.th/set/Documents/2023/Dec/SET50_100_H1_2024.pdf,,OFFICIAL,AS_PUBLISHED_BY_SET
2024_H1,2024-01-02,2024-06-30,OSP,OSOTSPA PUBLIC COMPANY LIMITED,https://media.set.or.th/set/Documents/2023/Dec/SET50_100_H1_2024.pdf,,OFFICIAL,AS_PUBLISHED_BY_SET
2024_H1,2024-01-02,2024-06-30,PTT,OIL AND RETAIL BUSINESS PUBLIC COMPANY LIMITED,https://media.set.or.th/set/Documents/2023/Dec/SET50_100_H1_2024.pdf,,OFFICIAL,AS_PUBLISHED_BY_SET
2024_H1,2024-01-02,2024-06-30,PTTEP,PTT EXPLORATION AND PRODUCTION PUBLIC COMPANY LIMITED,https://media.set.or.th/set/Documents/2023/Dec/SET50_100_H1_2024.pdf,,OFFICIAL,AS_PUBLISHED_BY_SET
2024_H1,2024-01-02,2024-06-30,PTTGC,PTT GLOBAL CHEMICAL PUBLIC COMPANY LIMITED,https://media.set.or.th/set/Documents/2023/Dec/SET50_100_H1_2024.pdf,,OFFICIAL,AS_PUBLISHED_BY_SET
2024_H1,2024-01-02,2024-06-30,RATCH,RATCH GROUP PUBLIC COMPANY LIMITED,https://media.set.or.th/set/Documents/2023/Dec/SET50_100_H1_2024.pdf,,OFFICIAL,AS_PUBLISHED_BY_SET
2024_H1,2024-01-02,2024-06-30,SAWAD,SRISAWAD CORPORATION PUBLIC COMPANY LIMITED,https://media.set.or.th/set/Documents/2023/Dec/SET50_100_H1_2024.pdf,,OFFICIAL,AS_PUBLISHED_BY_SET
2024_H1,2024-01-02,2024-06-30,SCB,SCB X PUBLIC COMPANY LIMITED,https://media.set.or.th/set/Documents/2023/Dec/SET50_100_H1_2024.pdf,,OFFICIAL,AS_PUBLISHED_BY_SET
2024_H1,2024-01-02,2024-06-30,SCC,"THE SIAM CEMENT PUBLIC COMPANY LIMITED Construction Materials SET50 / SET50FF Index Constituents For calculating the index during January 2 - June 30, 2024 Update on December 18, 2023 No Symbol SET50 Company Sector 43 SCGP SCG PACKAGING PUBLIC COMPANY LIMITED",https://media.set.or.th/set/Documents/2023/Dec/SET50_100_H1_2024.pdf,,OFFICIAL,AS_PUBLISHED_BY_SET
2024_H1,2024-01-02,2024-06-30,SCGP,SCG PACKAGING PUBLIC COMPANY LIMITED,https://media.set.or.th/set/Documents/2023/Dec/SET50_100_H1_2024.pdf,,OFFICIAL,AS_PUBLISHED_BY_SET
2024_H1,2024-01-02,2024-06-30,TISCO,TISCO FINANCIAL GROUP PUBLIC COMPANY LIMITED,https://media.set.or.th/set/Documents/2023/Dec/SET50_100_H1_2024.pdf,,OFFICIAL,AS_PUBLISHED_BY_SET
2024_H1,2024-01-02,2024-06-30,TLI,THAI LIFE INSURANCE PUBLIC COMPANY LIMITED,https://media.set.or.th/set/Documents/2023/Dec/SET50_100_H1_2024.pdf,,OFFICIAL,AS_PUBLISHED_BY_SET
2024_H1,2024-01-02,2024-06-30,TOP,THAI OIL PUBLIC COMPANY LIMITED,https://media.set.or.th/set/Documents/2023/Dec/SET50_100_H1_2024.pdf,,OFFICIAL,AS_PUBLISHED_BY_SET
2024_H1,2024-01-02,2024-06-30,TRUE,TRUE CORPORATION PUBLIC COMPANY LIMITED,https://media.set.or.th/set/Documents/2023/Dec/SET50_100_H1_2024.pdf,,OFFICIAL,AS_PUBLISHED_BY_SET
2024_H1,2024-01-02,2024-06-30,TTB,TMBTHANACHART BANK PUBLIC COMPANY LIMITED,https://media.set.or.th/set/Documents/2023/Dec/SET50_100_H1_2024.pdf,,OFFICIAL,AS_PUBLISHED_BY_SET
2024_H1,2024-01-02,2024-06-30,TU,THAI UNION GROUP PUBLIC COMPANY LIMITED,https://media.set.or.th/set/Documents/2023/Dec/SET50_100_H1_2024.pdf,,OFFICIAL,AS_PUBLISHED_BY_SET
2024_H1,2024-01-02,2024-06-30,WHA,WHA CORPORATION PUBLIC COMPANY LIMITED Property Development No Symbol Company Name Sector 1 BCP BANGCHAK CORPORATION PUBLIC COMPANY LIMITED,https://media.set.or.th/set/Documents/2023/Dec/SET50_100_H1_2024.pdf,,OFFICIAL,AS_PUBLISHED_BY_SET
2024_H2,2024-07-01,2024-12-31,ADVANC,ADVANCED INFO SERVICE PUBLIC COMPANY LIMITED,https://media.set.or.th/set/Documents/2024/Jun/SET50_100_H2_2024.pdf,,OFFICIAL,AS_PUBLISHED_BY_SET
2024_H2,2024-07-01,2024-12-31,AOT,AIRPORTS OF THAILAND PUBLIC COMPANY LIMITED,https://media.set.or.th/set/Documents/2024/Jun/SET50_100_H2_2024.pdf,,OFFICIAL,AS_PUBLISHED_BY_SET
2024_H2,2024-07-01,2024-12-31,AWC,ASSET WORLD CORP PUBLIC COMPANY LIMITED,https://media.set.or.th/set/Documents/2024/Jun/SET50_100_H2_2024.pdf,,OFFICIAL,AS_PUBLISHED_BY_SET
2024_H2,2024-07-01,2024-12-31,BBL,BANGKOK BANK PUBLIC COMPANY LIMITED,https://media.set.or.th/set/Documents/2024/Jun/SET50_100_H2_2024.pdf,,OFFICIAL,AS_PUBLISHED_BY_SET
2024_H2,2024-07-01,2024-12-31,BCP,BANGCHAK CORPORATION PUBLIC COMPANY LIMITED,https://media.set.or.th/set/Documents/2024/Jun/SET50_100_H2_2024.pdf,,OFFICIAL,AS_PUBLISHED_BY_SET
2024_H2,2024-07-01,2024-12-31,BDMS,BANGKOK DUSIT MEDICAL SERVICES PUBLIC COMPANY LIMITED,https://media.set.or.th/set/Documents/2024/Jun/SET50_100_H2_2024.pdf,,OFFICIAL,AS_PUBLISHED_BY_SET
2024_H2,2024-07-01,2024-12-31,BEM,BANGKOK EXPRESSWAY AND METRO PUBLIC COMPANY LIMITED,https://media.set.or.th/set/Documents/2024/Jun/SET50_100_H2_2024.pdf,,OFFICIAL,AS_PUBLISHED_BY_SET
2024_H2,2024-07-01,2024-12-31,BGRIM,B.GRIMM POWER PUBLIC COMPANY LIMITED,https://media.set.or.th/set/Documents/2024/Jun/SET50_100_H2_2024.pdf,,OFFICIAL,AS_PUBLISHED_BY_SET
2024_H2,2024-07-01,2024-12-31,BH,BUMRUNGRAD HOSPITAL PUBLIC COMPANY LIMITED,https://media.set.or.th/set/Documents/2024/Jun/SET50_100_H2_2024.pdf,,OFFICIAL,AS_PUBLISHED_BY_SET
2024_H2,2024-07-01,2024-12-31,BJC,BERLI JUCKER PUBLIC COMPANY LIMITED,https://media.set.or.th/set/Documents/2024/Jun/SET50_100_H2_2024.pdf,,OFFICIAL,AS_PUBLISHED_BY_SET
2024_H2,2024-07-01,2024-12-31,BTS,BTS GROUP HOLDINGS PUBLIC COMPANY LIMITED,https://media.set.or.th/set/Documents/2024/Jun/SET50_100_H2_2024.pdf,,OFFICIAL,AS_PUBLISHED_BY_SET
2024_H2,2024-07-01,2024-12-31,CBG,CARABAO GROUP PUBLIC COMPANY LIMITED,https://media.set.or.th/set/Documents/2024/Jun/SET50_100_H2_2024.pdf,,OFFICIAL,AS_PUBLISHED_BY_SET
2024_H2,2024-07-01,2024-12-31,CENTEL,CENTRAL PLAZA HOTEL PUBLIC COMPANY LIMITED,https://media.set.or.th/set/Documents/2024/Jun/SET50_100_H2_2024.pdf,,OFFICIAL,AS_PUBLISHED_BY_SET
2024_H2,2024-07-01,2024-12-31,CPALL,CP ALL PUBLIC COMPANY LIMITED,https://media.set.or.th/set/Documents/2024/Jun/SET50_100_H2_2024.pdf,,OFFICIAL,AS_PUBLISHED_BY_SET
2024_H2,2024-07-01,2024-12-31,CPF,CHAROEN POKPHAND FOODS PUBLIC COMPANY LIMITED,https://media.set.or.th/set/Documents/2024/Jun/SET50_100_H2_2024.pdf,,OFFICIAL,AS_PUBLISHED_BY_SET
2024_H2,2024-07-01,2024-12-31,CPN,CENTRAL PATTANA PUBLIC COMPANY LIMITED,https://media.set.or.th/set/Documents/2024/Jun/SET50_100_H2_2024.pdf,,OFFICIAL,AS_PUBLISHED_BY_SET
2024_H2,2024-07-01,2024-12-31,CRC,CENTRAL RETAIL CORPORATION PUBLIC COMPANY LIMITED,https://media.set.or.th/set/Documents/2024/Jun/SET50_100_H2_2024.pdf,,OFFICIAL,AS_PUBLISHED_BY_SET
2024_H2,2024-07-01,2024-12-31,DELTA,DELTA ELECTRONICS (THAILAND) PUBLIC COMPANY LIMITED,https://media.set.or.th/set/Documents/2024/Jun/SET50_100_H2_2024.pdf,,OFFICIAL,AS_PUBLISHED_BY_SET
2024_H2,2024-07-01,2024-12-31,EA,ENERGY ABSOLUTE PUBLIC COMPANY LIMITED,https://media.set.or.th/set/Documents/2024/Jun/SET50_100_H2_2024.pdf,,OFFICIAL,AS_PUBLISHED_BY_SET
2024_H2,2024-07-01,2024-12-31,EGCO,ELECTRICITY GENERATING PUBLIC COMPANY LIMITED,https://media.set.or.th/set/Documents/2024/Jun/SET50_100_H2_2024.pdf,,OFFICIAL,AS_PUBLISHED_BY_SET
2024_H2,2024-07-01,2024-12-31,GLOBAL,SIAM GLOBAL HOUSE PUBLIC COMPANY LIMITED,https://media.set.or.th/set/Documents/2024/Jun/SET50_100_H2_2024.pdf,,OFFICIAL,AS_PUBLISHED_BY_SET
2024_H2,2024-07-01,2024-12-31,GPSC,GLOBAL POWER SYNERGY PUBLIC COMPANY LIMITED,https://media.set.or.th/set/Documents/2024/Jun/SET50_100_H2_2024.pdf,,OFFICIAL,AS_PUBLISHED_BY_SET
2024_H2,2024-07-01,2024-12-31,GULF,GULF ENERGY DEVELOPMENT PUBLIC COMPANY LIMITED,https://media.set.or.th/set/Documents/2024/Jun/SET50_100_H2_2024.pdf,,OFFICIAL,AS_PUBLISHED_BY_SET
2024_H2,2024-07-01,2024-12-31,HMPRO,HOME PRODUCT CENTER PUBLIC COMPANY LIMITED,https://media.set.or.th/set/Documents/2024/Jun/SET50_100_H2_2024.pdf,,OFFICIAL,AS_PUBLISHED_BY_SET
2024_H2,2024-07-01,2024-12-31,INTUCH,INTOUCH HOLDINGS PUBLIC COMPANY LIMITED,https://media.set.or.th/set/Documents/2024/Jun/SET50_100_H2_2024.pdf,,OFFICIAL,AS_PUBLISHED_BY_SET
2024_H2,2024-07-01,2024-12-31,ITC,i-Tail Corporation Public Company Limited,https://media.set.or.th/set/Documents/2024/Jun/SET50_100_H2_2024.pdf,,OFFICIAL,AS_PUBLISHED_BY_SET
2024_H2,2024-07-01,2024-12-31,IVL,INDORAMA VENTURES PUBLIC COMPANY LIMITED,https://media.set.or.th/set/Documents/2024/Jun/SET50_100_H2_2024.pdf,,OFFICIAL,AS_PUBLISHED_BY_SET
2024_H2,2024-07-01,2024-12-31,KBANK,KASIKORNBANK PUBLIC COMPANY LIMITED,https://media.set.or.th/set/Documents/2024/Jun/SET50_100_H2_2024.pdf,,OFFICIAL,AS_PUBLISHED_BY_SET
2024_H2,2024-07-01,2024-12-31,KTB,KRUNG THAI BANK PUBLIC COMPANY LIMITED,https://media.set.or.th/set/Documents/2024/Jun/SET50_100_H2_2024.pdf,,OFFICIAL,AS_PUBLISHED_BY_SET
2024_H2,2024-07-01,2024-12-31,KTC,KRUNGTHAI CARD PUBLIC COMPANY LIMITED,https://media.set.or.th/set/Documents/2024/Jun/SET50_100_H2_2024.pdf,,OFFICIAL,AS_PUBLISHED_BY_SET
2024_H2,2024-07-01,2024-12-31,LH,LAND AND HOUSES PUBLIC COMPANY LIMITED,https://media.set.or.th/set/Documents/2024/Jun/SET50_100_H2_2024.pdf,,OFFICIAL,AS_PUBLISHED_BY_SET
2024_H2,2024-07-01,2024-12-31,MINT,MINOR INTERNATIONAL PUBLIC COMPANY LIMITED,https://media.set.or.th/set/Documents/2024/Jun/SET50_100_H2_2024.pdf,,OFFICIAL,AS_PUBLISHED_BY_SET
2024_H2,2024-07-01,2024-12-31,MTC,MUANGTHAI CAPITAL PUBLIC COMPANY LIMITED,https://media.set.or.th/set/Documents/2024/Jun/SET50_100_H2_2024.pdf,,OFFICIAL,AS_PUBLISHED_BY_SET
2024_H2,2024-07-01,2024-12-31,OR,PTT OIL AND RETAIL BUSINESS PUBLIC COMPANY LIMITED,https://media.set.or.th/set/Documents/2024/Jun/SET50_100_H2_2024.pdf,,OFFICIAL,AS_PUBLISHED_BY_SET
2024_H2,2024-07-01,2024-12-31,OSP,OSOTSPA PUBLIC COMPANY LIMITED,https://media.set.or.th/set/Documents/2024/Jun/SET50_100_H2_2024.pdf,,OFFICIAL,AS_PUBLISHED_BY_SET
2024_H2,2024-07-01,2024-12-31,PTT,OIL AND RETAIL BUSINESS PUBLIC COMPANY LIMITED,https://media.set.or.th/set/Documents/2024/Jun/SET50_100_H2_2024.pdf,,OFFICIAL,AS_PUBLISHED_BY_SET
2024_H2,2024-07-01,2024-12-31,PTTEP,PTT EXPLORATION AND PRODUCTION PUBLIC COMPANY LIMITED,https://media.set.or.th/set/Documents/2024/Jun/SET50_100_H2_2024.pdf,,OFFICIAL,AS_PUBLISHED_BY_SET
2024_H2,2024-07-01,2024-12-31,PTTGC,PTT GLOBAL CHEMICAL PUBLIC COMPANY LIMITED,https://media.set.or.th/set/Documents/2024/Jun/SET50_100_H2_2024.pdf,,OFFICIAL,AS_PUBLISHED_BY_SET
2024_H2,2024-07-01,2024-12-31,RATCH,RATCH GROUP PUBLIC COMPANY LIMITED,https://media.set.or.th/set/Documents/2024/Jun/SET50_100_H2_2024.pdf,,OFFICIAL,AS_PUBLISHED_BY_SET
2024_H2,2024-07-01,2024-12-31,SCB,SCB X PUBLIC COMPANY LIMITED,https://media.set.or.th/set/Documents/2024/Jun/SET50_100_H2_2024.pdf,,OFFICIAL,AS_PUBLISHED_BY_SET
2024_H2,2024-07-01,2024-12-31,SCC,THE SIAM CEMENT PUBLIC COMPANY LIMITED,https://media.set.or.th/set/Documents/2024/Jun/SET50_100_H2_2024.pdf,,OFFICIAL,AS_PUBLISHED_BY_SET
2024_H2,2024-07-01,2024-12-31,SCGP,"SCG PACKAGING PUBLIC COMPANY LIMITED Packaging SET50 / SET50FF Index Constituents For calculating the index during July 1 - December 31, 2024 Update on June 17, 2024 No Symbol Company Name Sector 43 TIDLOR NGERN TID LOR PUBLIC COMPANY LIMITED",https://media.set.or.th/set/Documents/2024/Jun/SET50_100_H2_2024.pdf,,OFFICIAL,AS_PUBLISHED_BY_SET
2024_H2,2024-07-01,2024-12-31,TIDLOR,NGERN TID LOR PUBLIC COMPANY LIMITED,https://media.set.or.th/set/Documents/2024/Jun/SET50_100_H2_2024.pdf,,OFFICIAL,AS_PUBLISHED_BY_SET
2024_H2,2024-07-01,2024-12-31,TISCO,TISCO FINANCIAL GROUP PUBLIC COMPANY LIMITED,https://media.set.or.th/set/Documents/2024/Jun/SET50_100_H2_2024.pdf,,OFFICIAL,AS_PUBLISHED_BY_SET
2024_H2,2024-07-01,2024-12-31,TLI,THAI LIFE INSURANCE PUBLIC COMPANY LIMITED,https://media.set.or.th/set/Documents/2024/Jun/SET50_100_H2_2024.pdf,,OFFICIAL,AS_PUBLISHED_BY_SET
2024_H2,2024-07-01,2024-12-31,TOP,THAI OIL PUBLIC COMPANY LIMITED,https://media.set.or.th/set/Documents/2024/Jun/SET50_100_H2_2024.pdf,,OFFICIAL,AS_PUBLISHED_BY_SET
2024_H2,2024-07-01,2024-12-31,TRUE,TRUE CORPORATION PUBLIC COMPANY LIMITED,https://media.set.or.th/set/Documents/2024/Jun/SET50_100_H2_2024.pdf,,OFFICIAL,AS_PUBLISHED_BY_SET
2024_H2,2024-07-01,2024-12-31,TTB,TMBTHANACHART BANK PUBLIC COMPANY LIMITED,https://media.set.or.th/set/Documents/2024/Jun/SET50_100_H2_2024.pdf,,OFFICIAL,AS_PUBLISHED_BY_SET
2024_H2,2024-07-01,2024-12-31,TU,THAI UNION GROUP PUBLIC COMPANY LIMITED,https://media.set.or.th/set/Documents/2024/Jun/SET50_100_H2_2024.pdf,,OFFICIAL,AS_PUBLISHED_BY_SET
2024_H2,2024-07-01,2024-12-31,WHA,WHA CORPORATION PUBLIC COMPANY LIMITED Property Development No Symbol Company Name Sector 1 BCP BANGCHAK CORPORATION PUBLIC COMPANY LIMITED,https://media.set.or.th/set/Documents/2024/Jun/SET50_100_H2_2024.pdf,,OFFICIAL,AS_PUBLISHED_BY_SET
2025_H1,2025-01-01,2025-06-30,ADVANC,ADVANCED INFO SERVICE PUBLIC COMPANY LIMITED,https://media.set.or.th/set/Documents/2024/Dec/SET50_100_H1_2025.pdf,,OFFICIAL,AS_PUBLISHED_BY_SET
2025_H1,2025-01-01,2025-06-30,AOT,AIRPORTS OF THAILAND PUBLIC COMPANY LIMITED,https://media.set.or.th/set/Documents/2024/Dec/SET50_100_H1_2025.pdf,,OFFICIAL,AS_PUBLISHED_BY_SET
2025_H1,2025-01-01,2025-06-30,AWC,ASSET WORLD CORP PUBLIC COMPANY LIMITED,https://media.set.or.th/set/Documents/2024/Dec/SET50_100_H1_2025.pdf,,OFFICIAL,AS_PUBLISHED_BY_SET
2025_H1,2025-01-01,2025-06-30,BANPU,BANPU PUBLIC COMPANY LIMITED,https://media.set.or.th/set/Documents/2024/Dec/SET50_100_H1_2025.pdf,,OFFICIAL,AS_PUBLISHED_BY_SET
2025_H1,2025-01-01,2025-06-30,BBL,BANGKOK BANK PUBLIC COMPANY LIMITED,https://media.set.or.th/set/Documents/2024/Dec/SET50_100_H1_2025.pdf,,OFFICIAL,AS_PUBLISHED_BY_SET
2025_H1,2025-01-01,2025-06-30,BDMS,BANGKOK DUSIT MEDICAL SERVICES PUBLIC COMPANY LIMITED,https://media.set.or.th/set/Documents/2024/Dec/SET50_100_H1_2025.pdf,,OFFICIAL,AS_PUBLISHED_BY_SET
2025_H1,2025-01-01,2025-06-30,BEM,BANGKOK EXPRESSWAY AND METRO PUBLIC COMPANY LIMITED,https://media.set.or.th/set/Documents/2024/Dec/SET50_100_H1_2025.pdf,,OFFICIAL,AS_PUBLISHED_BY_SET
2025_H1,2025-01-01,2025-06-30,BGRIM,B.GRIMM POWER PUBLIC COMPANY LIMITED,https://media.set.or.th/set/Documents/2024/Dec/SET50_100_H1_2025.pdf,,OFFICIAL,AS_PUBLISHED_BY_SET
2025_H1,2025-01-01,2025-06-30,BH,BUMRUNGRAD HOSPITAL PUBLIC COMPANY LIMITED,https://media.set.or.th/set/Documents/2024/Dec/SET50_100_H1_2025.pdf,,OFFICIAL,AS_PUBLISHED_BY_SET
2025_H1,2025-01-01,2025-06-30,BJC,BERLI JUCKER PUBLIC COMPANY LIMITED,https://media.set.or.th/set/Documents/2024/Dec/SET50_100_H1_2025.pdf,,OFFICIAL,AS_PUBLISHED_BY_SET
2025_H1,2025-01-01,2025-06-30,BTS,BTS GROUP HOLDINGS PUBLIC COMPANY LIMITED,https://media.set.or.th/set/Documents/2024/Dec/SET50_100_H1_2025.pdf,,OFFICIAL,AS_PUBLISHED_BY_SET
2025_H1,2025-01-01,2025-06-30,CBG,CARABAO GROUP PUBLIC COMPANY LIMITED,https://media.set.or.th/set/Documents/2024/Dec/SET50_100_H1_2025.pdf,,OFFICIAL,AS_PUBLISHED_BY_SET
2025_H1,2025-01-01,2025-06-30,CCET,"CAL-COMP ELECTRONICS (THAILAND) PUBLIC CO., LTD.",https://media.set.or.th/set/Documents/2024/Dec/SET50_100_H1_2025.pdf,,OFFICIAL,AS_PUBLISHED_BY_SET
2025_H1,2025-01-01,2025-06-30,COM7,COM7 PUBLIC COMPANY LIMITED,https://media.set.or.th/set/Documents/2024/Dec/SET50_100_H1_2025.pdf,,OFFICIAL,AS_PUBLISHED_BY_SET
2025_H1,2025-01-01,2025-06-30,CPALL,CP ALL PUBLIC COMPANY LIMITED,https://media.set.or.th/set/Documents/2024/Dec/SET50_100_H1_2025.pdf,,OFFICIAL,AS_PUBLISHED_BY_SET
2025_H1,2025-01-01,2025-06-30,CPF,CHAROEN POKPHAND FOODS PUBLIC COMPANY LIMITED,https://media.set.or.th/set/Documents/2024/Dec/SET50_100_H1_2025.pdf,,OFFICIAL,AS_PUBLISHED_BY_SET
2025_H1,2025-01-01,2025-06-30,CPN,CENTRAL PATTANA PUBLIC COMPANY LIMITED,https://media.set.or.th/set/Documents/2024/Dec/SET50_100_H1_2025.pdf,,OFFICIAL,AS_PUBLISHED_BY_SET
2025_H1,2025-01-01,2025-06-30,CRC,CENTRAL RETAIL CORPORATION PUBLIC COMPANY LIMITED,https://media.set.or.th/set/Documents/2024/Dec/SET50_100_H1_2025.pdf,,OFFICIAL,AS_PUBLISHED_BY_SET
2025_H1,2025-01-01,2025-06-30,DELTA,DELTA ELECTRONICS (THAILAND) PUBLIC COMPANY LIMITED,https://media.set.or.th/set/Documents/2024/Dec/SET50_100_H1_2025.pdf,,OFFICIAL,AS_PUBLISHED_BY_SET
2025_H1,2025-01-01,2025-06-30,EGCO,ELECTRICITY GENERATING PUBLIC COMPANY LIMITED,https://media.set.or.th/set/Documents/2024/Dec/SET50_100_H1_2025.pdf,,OFFICIAL,AS_PUBLISHED_BY_SET
2025_H1,2025-01-01,2025-06-30,GLOBAL,SIAM GLOBAL HOUSE PUBLIC COMPANY LIMITED,https://media.set.or.th/set/Documents/2024/Dec/SET50_100_H1_2025.pdf,,OFFICIAL,AS_PUBLISHED_BY_SET
2025_H1,2025-01-01,2025-06-30,GPSC,GLOBAL POWER SYNERGY PUBLIC COMPANY LIMITED,https://media.set.or.th/set/Documents/2024/Dec/SET50_100_H1_2025.pdf,,OFFICIAL,AS_PUBLISHED_BY_SET
2025_H1,2025-01-01,2025-06-30,GULF,GULF ENERGY DEVELOPMENT PUBLIC COMPANY LIMITED,https://media.set.or.th/set/Documents/2024/Dec/SET50_100_H1_2025.pdf,,OFFICIAL,AS_PUBLISHED_BY_SET
2025_H1,2025-01-01,2025-06-30,HMPRO,HOME PRODUCT CENTER PUBLIC COMPANY LIMITED,https://media.set.or.th/set/Documents/2024/Dec/SET50_100_H1_2025.pdf,,OFFICIAL,AS_PUBLISHED_BY_SET
2025_H1,2025-01-01,2025-06-30,INTUCH,INTOUCH HOLDINGS PUBLIC COMPANY LIMITED,https://media.set.or.th/set/Documents/2024/Dec/SET50_100_H1_2025.pdf,,OFFICIAL,AS_PUBLISHED_BY_SET
2025_H1,2025-01-01,2025-06-30,ITC,i-Tail Corporation Public Company Limited,https://media.set.or.th/set/Documents/2024/Dec/SET50_100_H1_2025.pdf,,OFFICIAL,AS_PUBLISHED_BY_SET
2025_H1,2025-01-01,2025-06-30,IVL,INDORAMA VENTURES PUBLIC COMPANY LIMITED,https://media.set.or.th/set/Documents/2024/Dec/SET50_100_H1_2025.pdf,,OFFICIAL,AS_PUBLISHED_BY_SET
2025_H1,2025-01-01,2025-06-30,KBANK,KASIKORNBANK PUBLIC COMPANY LIMITED,https://media.set.or.th/set/Documents/2024/Dec/SET50_100_H1_2025.pdf,,OFFICIAL,AS_PUBLISHED_BY_SET
2025_H1,2025-01-01,2025-06-30,KTB,KRUNG THAI BANK PUBLIC COMPANY LIMITED,https://media.set.or.th/set/Documents/2024/Dec/SET50_100_H1_2025.pdf,,OFFICIAL,AS_PUBLISHED_BY_SET
2025_H1,2025-01-01,2025-06-30,KTC,KRUNGTHAI CARD PUBLIC COMPANY LIMITED,https://media.set.or.th/set/Documents/2024/Dec/SET50_100_H1_2025.pdf,,OFFICIAL,AS_PUBLISHED_BY_SET
2025_H1,2025-01-01,2025-06-30,LH,LAND AND HOUSES PUBLIC COMPANY LIMITED,https://media.set.or.th/set/Documents/2024/Dec/SET50_100_H1_2025.pdf,,OFFICIAL,AS_PUBLISHED_BY_SET
2025_H1,2025-01-01,2025-06-30,MINT,MINOR INTERNATIONAL PUBLIC COMPANY LIMITED,https://media.set.or.th/set/Documents/2024/Dec/SET50_100_H1_2025.pdf,,OFFICIAL,AS_PUBLISHED_BY_SET
2025_H1,2025-01-01,2025-06-30,MTC,MUANGTHAI CAPITAL PUBLIC COMPANY LIMITED,https://media.set.or.th/set/Documents/2024/Dec/SET50_100_H1_2025.pdf,,OFFICIAL,AS_PUBLISHED_BY_SET
2025_H1,2025-01-01,2025-06-30,OR,PTT OIL AND RETAIL BUSINESS PUBLIC COMPANY LIMITED,https://media.set.or.th/set/Documents/2024/Dec/SET50_100_H1_2025.pdf,,OFFICIAL,AS_PUBLISHED_BY_SET
2025_H1,2025-01-01,2025-06-30,OSP,OSOTSPA PUBLIC COMPANY LIMITED,https://media.set.or.th/set/Documents/2024/Dec/SET50_100_H1_2025.pdf,,OFFICIAL,AS_PUBLISHED_BY_SET
2025_H1,2025-01-01,2025-06-30,PTT,OIL AND RETAIL BUSINESS PUBLIC COMPANY LIMITED,https://media.set.or.th/set/Documents/2024/Dec/SET50_100_H1_2025.pdf,,OFFICIAL,AS_PUBLISHED_BY_SET
2025_H1,2025-01-01,2025-06-30,PTTEP,PTT EXPLORATION AND PRODUCTION PUBLIC COMPANY LIMITED,https://media.set.or.th/set/Documents/2024/Dec/SET50_100_H1_2025.pdf,,OFFICIAL,AS_PUBLISHED_BY_SET
2025_H1,2025-01-01,2025-06-30,PTTGC,PTT GLOBAL CHEMICAL PUBLIC COMPANY LIMITED,https://media.set.or.th/set/Documents/2024/Dec/SET50_100_H1_2025.pdf,,OFFICIAL,AS_PUBLISHED_BY_SET
2025_H1,2025-01-01,2025-06-30,RATCH,RATCH GROUP PUBLIC COMPANY LIMITED,https://media.set.or.th/set/Documents/2024/Dec/SET50_100_H1_2025.pdf,,OFFICIAL,AS_PUBLISHED_BY_SET
2025_H1,2025-01-01,2025-06-30,SAWAD,SRISAWAD CORPORATION PUBLIC COMPANY LIMITED,https://media.set.or.th/set/Documents/2024/Dec/SET50_100_H1_2025.pdf,,OFFICIAL,AS_PUBLISHED_BY_SET
2025_H1,2025-01-01,2025-06-30,SCB,SCB X PUBLIC COMPANY LIMITED,https://media.set.or.th/set/Documents/2024/Dec/SET50_100_H1_2025.pdf,,OFFICIAL,AS_PUBLISHED_BY_SET
2025_H1,2025-01-01,2025-06-30,SCC,"THE SIAM CEMENT PUBLIC COMPANY LIMITED Construction MaterialsS ET50 / SET50FF Index Constituents For calculating the index during January 1 - June 30, 2025 Update on December 18, 2024 No Symbol SET50 Company Sector 43 SCGP SCG PACKAGING PUBLIC COMPANY LIMITED",https://media.set.or.th/set/Documents/2024/Dec/SET50_100_H1_2025.pdf,,OFFICIAL,AS_PUBLISHED_BY_SET
